Username,Id,Tweet
utmba2000,14098529,"RT @nycsouthpaw: When and why did a company with 45,000 employees amass an emergency reserve of 720,000 masks?"
davispg,429769093,"RT @7NewsToowoomba: .@bundabergrum will donate enough ethanol to make 500,000 bottles of hand sanitiser, destined for schools and frontline…"
margaritaferro6,1219296463622111232,"RT @TeamTrump: President @realDonaldTrump: It’s very important that we totally protect our Asian American community, the #Coronavirus is NO…"
PPN_2017,847257358640140291,RT @TiffanyATrump: We must all do our part to #SlowTheSpread! #TogetherApart #SocialDistancing #StayAtHome #WorkFromHome #StopTheSpread #Fl…
lilymooncloud,20335940,RT @chuckwoolery: The Media has one and only one target. President Trump. They are so focused on him that they will willingly miss any othe…
MandiScttChstlr,317331890,RT @FAIRImmigration: WOW! @SpeakerPelosi is delaying aid to families by prioritizing an open borders agenda. Her coronavirus bill does the…
virginiagirl10,28180607,"RT @realDonaldTrump: This will never be approved by me, or any other Republican!"
veeNdomy,2239425646,"RT @litniyih: Lowkey, everyone thinks they have Coronavirus right now. They won’t just say it out loud. Everyone has felt an imaginary symp…"
SeniorChief17,1138284728572710919,"RT @CalebJHull: If you watch one thing on Dems blocking coronavirus relief, make it this. The American people are losing their jobs left an…"
LVS1932,1028782017792471040,"RT @MayorOfLA: I’m signing an emergency order prohibiting residential evictions under the Ellis Act, and imposing a moratorium on all Ellis…"
Bcalsh,808157620393496578,"RT @derekahunter: How do liberals live with themselves? They are lying, they know they are lying, they know those lies hurt people, but the…"
PonmohanH,3991727834,"RT @rameshlaus: #Maharashtra : Total number of positive #Coronavirus cases in Maharashtra is at 101 now..

3 new cases in Pune and 1 in Sat…"
celoxis,66293517,#Coronavirus planning? Here are 10 Questions to inform your company’s #COVID19 plan https://t.co/r8Lvfb8KNM… https://t.co/dAQvrJrwUC
LambMeats,1193023353197486080,RT @niggalini4: Last thing a land lord sees before being d*c*pitated https://t.co/eKC16WvMvB
mypillowkey,938024339177226240,"RT @DonaldJTrumpJr: Giant list of stuff the democrats crammed into the bill unrelated to the Coronavirus. Ask yourself, are they really wor…"
sai290395,993802156036665345,RT @spectatorindex: UNITED STATES: Man in his sixties dies after trying to self-medicate against coronavirus by taking chloroquine phosphat…
Itzel__Uriarte,4694866814,"RT @aminn_7: Oh you're going through a world pandemic? No problem here are 3 exams, 2 projects, and a lab report all due this week plus you…"
SusanCarver19,3249400288,"RT @PattyMurray: There’s absolutely no justification for the partisan, harmful politics from Senate Republicans who are using the coronavir…"
TrumpCarnage,839337879436349440,"RT @tedlieu: This is what @realDonaldTrump issued last week: “guidelines” to slow #coronavirus. https://t.co/S6WgvPl4RG

Trump has no manda…"
cheimonette,214018531,"RT @helfitzgerald: you: Dick Pound  
me, an intellectual: no-kill dick shelter"
IrwinForLeon,1222898684976824320,"RT @LeonCounty: Check out today's COVID-19 Community Update for the latest information, resources, and more. Stay informed with official in…"
Will75Schmitt,927233610544906240,"RT @JudiciaryGOP: A climate change study on aviation to combat #COVIDー19? Is this a joke, @SpeakerPelosi?  

How does that help average Ame…"
michelleangel72,3312089714,"RT @marklevinshow: Democrats hijack stimulus
https://t.co/Edry09AHOK"
littledevil456,2514192848,"Looks like they gettin serious @Captain_of_alts  

State mandates 14-day quarantine period for people entering Alas… https://t.co/WTsS5rIBhc"
Swimski008,1110341959002939392,RT @funder: Dr Fauci “has to tell Donald Trump things up to 4 times before they sink in” https://t.co/b2oZ5BUM4s
PopPatrice,1231823277506596865,"RT @SethAbramson: It should be ""fewer than,"" but otherwise this is a great thread"
chickenfrend,376027234,Okay I am live and streaming with @IdealSniff and @Anarcish at https://t.co/2dlG2R8I8a. I don't know why it has the… https://t.co/fPJuEEcv9L
moughthere,262948804,RT @KamalaHarris: Outrageous. We are in the middle of a global pandemic and Donald Trump wants to strip health care from millions of Americ…
ReadyFighterOne,1242231666740834305,"RT @IngrahamAngle: ""I’ll work with anybody to help the American people and the American worker — I don’t care who it is."" -- Donald Trump,…"
ericpowell1,956534188001386496,"RT @Education4Libs: Get this.

Pelosi rejected the Covid-19 relief bill in favor of one that includes:

-No voter ID to vote
-Anonymous bal…"
dtxoutsider,811064039971418113,RT @BetoORourke: This kind of numbnuttery will kill people in Texas. Young as well as old. We need a state-wide shelter in place order to s…
Pro_Bharati,918800876,A great scalable &amp; extensible study design when speed is more supercritical than scientific rigour.… https://t.co/vEEeo6A6qd
Narender346,1057214576465461249,"RT @sapnainsan: #StayHomeStaySafe
Improve your immunity to fight against coronavirus by having Cheese ( Paneer) nd pistachios https://t.co/…"
colablizzard,588307816,"RT @Dextrocardiac1: ""Kashmiris protesting during an ongoing pandemic and national crisis""

Why am I not surprised? What better can be expec…"
phillyfine10,3105663561,RT @JuddPDeere45: Pretty disgraceful that @CNN and @MSNBC have both cut away from this @WhiteHouse briefing with @realDonaldTrump and @Mike…
thelifeofeddiee,1107038698523246592,"RT @BullyEsq: I think we can all agree, no matter what our background or political affiliation, that Vox is complete fucking trash. https:/…"
GGDOVE,733513268,RT @AnnCoulter: We're so lucky judges let all those criminals out!
TutuAbbey,72116975,"RT @TheChulalah: In all honesty &amp; bants all aside, Ghana is not our mate."
Rashardhale,2575481842,RT @Nsugaar1: This pandemic will be over before the end of April and we’ll have the best summer of our lives.
JasonG93497583,1234306165783265281,"RT @CardinalNapier: Struggling to balance out the level of threat posed by 
a) Coronavirus = 240 cases NO deaths;
b) Violence (murder) = 58…"
Krris_Rathore,929906767693320192,"RT @Krris_Rathore: @ANI #coronaupdatesindia 

1) Kerala Muslim Student from Wuhan

2) Muslim Religious tourist from Iran and Saudi arabia…"
jpcenzato,2812028293,"RT @Planosopher: First, stop evictions, next fix crowding and homelessness Here's what we can do to stop the spread https://t.co/mQwjHfyxx3?"
daaktardush,780239307609104384,RT @arjunsethi81: India is rightly concerned about a global pandemic. But do remember that Hindutva mobs committed an anti-Muslim pogrom in…
En24_News,1151195990482980864,"5:26 am – New York, the heart of the pandemic in the United States, calls for national confinement… https://t.co/MU2v5nQDZF"
TristanP_4,2936905445,RT @bcramer15: And the most predictable headline of the day goes to....
Binhaihotel,4380400578,RT @PressSec: President @realDonaldTrump just signed an EO to prevent hoarding &amp; price gouging of supplies needed in our war against the #C…
barsoomian,158512614,"25th Amendment anyone?

Trump predicts 'this is going to be bad' but vows to reopen America

https://t.co/y8KcxmS2T3"
FreeThi56993890,999980776354648070,RT @RepAndyHarrisMD: This is why we need #singleissuebills!!  What does selling spectrum on page 996 of the Speaker Pelosi bill have to do…
_melaninkweeen,246071221,"RT @aminn_7: Oh you're going through a world pandemic? No problem here are 3 exams, 2 projects, and a lab report all due this week plus you…"
SZKUSA,950083135311634432,RT @TiffanyATrump: We must all do our part to #SlowTheSpread! #TogetherApart #SocialDistancing #StayAtHome #WorkFromHome #StopTheSpread #Fl…
LobstaBoy10,1169799647797350400,That’s pretty amazing.  Some real good people out there in this world 🙌 #thecuomo #coronavirus https://t.co/QdqQ21pj80
brit_esco,632526647,RT @bcramer15: And the most predictable headline of the day goes to....
MimaMissy,1323376308,"RT @QuickTake: 😷 “I never tell someone to wear a mask and I never tell someone to take off a mask. It’s personal choice.”

Professor @benco…"
emmaahugs1,4719585201,RT @mynameisfrex: maybe if i develop feelings for covid-19 it will leave
benbaca2015,814979549503115264,"RT @guypbenson: Wow this really sounds like — what’s the term I’m looking for? — oh that’s it, a slush fund!"
Jordan_Deeb,2636241323,RT @leftistthot420: can't have sex with this girl who's an hour away because of the coronavirus i am being driven up the fucking WALL
alexarmas1,81261836,"RT @edleonklinger: Video of a hospital in Spain. Watch it. Watch it again with the volume up. 
Now cancel that brunch. 
Postpone that coffe…"
NatpudanRaja,177922124,Option A is a worst evil than Corona. I am willing to opt B. But Rahul has to work a lot to strengthen him and his… https://t.co/GgOILq7bnj
king_bjnellis,1531486038,"RT @darhar981: Los Angeles Times and Bloomberg News: Federal stockpile of N95 masks was depleted under Obama and never restocked
The Mask S…"
Mpylant123My,2955930460,"RT @thebradfordfile: WOW. You knew it was coming.

Pelosi and Schumer are demanding airline fuel emissions, wind and solar tax credits, and…"
Z4piMkYex0J4I4D,1120302891967717377,RT @billboard: Watch @BTS_twt share a message of hope amidst the global #coronavirus pandemic https://t.co/X4qiY6Ildo
CarolynColson,35376068,DID ANTHONY FAUCI HELP BUILD CORONAVIRUS WITH HIS NIH SURROGATE MALCOLM MARTIN WITH WELLCOME TRUST (PIRBRIGHT INSTI… https://t.co/qzUxNIpgUU
yoboseiyo,17174446,"RT @jonfavs: This man is the LIEUTENANT FUCKING GOVERNOR OF TEXAS

How monstrous and stupid can one person be https://t.co/pdFwN019Eq"
ankitmunjal20,135486660,RT @iMac_too: It took a global pandemic to do the needful ... https://t.co/rQaHtF3ymc
dbactnow,822512454462799872,RT @ScottGottliebMD: THREAD: There’s a strong and understandable desire to return to better times and a functioning economy. But it should…
MizzNdh,861259760502308864,RT @aribahabdullah: UK can’t even send SMS to their citizens and our own people have the guts to be ashamed of Malaysia 🥴
whatheife,3232272522,"@joe_swanson27 
Did i tell you i met this guy? He's soooo ______
Yeah. So one fund is lower than 25%, &amp; the other i… https://t.co/QpOneUqy4G"
Trumpdroog,1151173714853019648,"In Chicago, the #coronavirus actually lowered the death rate"
Jake97467746,1175560723470147586,Suicides from depression will be ‘FAR GREATER’ than coronavirus deaths unless America reopens for business ‘soon’ –… https://t.co/bSi8Wp4kcU
jaysspeedshop,213548567,This a big deal.
yukkuriyankey,9108952,RT @veenadubal: Instacart is hiring more new workers than Walmart &amp; Amazon combined.  These workers will handle your food. They don’t have…
aishlingmara,37556637,"RT @LauraChapin: @evanasmith @KenPaxtonTX American College of ObGyns says otherwise: ""Joint Statement on Abortion Access During the COVID-1…"
acprincipe,80592478,"RT @zryanverse: WHAT expert, Cayetano? WHAT study? Peer reviewed? WHAT model?

And Duterte didn’t lock our borders when Wuhan started to Qu…"
ZaidiSiraj,562423143,"RT @juanmata8: One day, if he wants, and when all this is over, I would like to practice my freeckicks with him on goal! What do you think?…"
AWKathy11,782594388727783424,RT @Veronicaromm: Update:  My father’s best friend 84 has been hospitalized at Lutheran in Brooklyn for 3 days. Today he tested positive fo…
_gomezbrianna,604877214,RT @Nsugaar1: This pandemic will be over before the end of April and we’ll have the best summer of our lives.
faridahmarjon,747486200852676608,RT @mynameisfrex: maybe if i develop feelings for covid-19 it will leave
Ellie_L7,1199893832722202624,RT @GMA: This kindergarten teacher is stopping by the homes of her kindergarten class during the coronavirus shutdown to drop off supplies.…
ASharpeCons,279655081,RT @tedlieu: I don’t even know how to respond to the below statement. Going to simply retweet it for your awareness.
JuniorNikiem,1225897916646248449,RT @realDonaldTrump: The Hill/HarrisX: 61% to 39% Approval Rating on handling of Coronavirus situation. Thank you!
sueham1408,2517896570,"RT @TimOBrien: “The growing gulf between the White House and officials on the front lines of the pandemic underscored concerns in cities, s…"
cheerskirata,819489228,"RT @Ishikawa_Sachi: Dr. Usama Riaz.

Know his name."
samganados,388895376,"RT @Vanessa_Murphy: #Coronavirus curbside testing through #UNLV:
 
No cost to patient.

Starting tomorrow.

By apppintment only.

If you’ve…"
KotseConfused,39994720,"RT @kuyaaisko: “This administration has no intention to abuse the powers we are asking of you today”

Ferdinand Marcos also promised this a…"
01rezistor10,826473793287708672,RT @GregoryHardinII: I’m sorry but if people such as fast food and grocery store workers are considered to be “essential workers” during a…
John_Frank1954,709509298653626368,RT @spectatorindex: Do you have confidence in President Trump's handling of the coronavirus outbreak?
amy_reynaa,632088944,"RT @_SJPeace_: This is Dr. Usama Riaz. He spent past weeks screening and treating patients with Corona Virus in Pakistan. 

He knew there w…"
COVID19_INDIA,1232993813011918848,"Coronavirus update: 16 private labs can now conduct Covid-19 tests
https://t.co/icpSRSCFyw"
joannability,545020095,"RT @CNN: Every respirator mask that's available right now should be going to a healthcare worker on the front lines, caring for coronavirus…"
LadyBirdRose2,1068303930449453056,RT @toddstarnes: Democrats believe #coronavirus can be cured by providing $35 million in funding to the John F. Kennedy Center for the Perf…
PCMortensen,64877885,I actually lol’d
AHCouncil,397024664,"RT @SAHealth: It’s normal to feel stress and worry about COVID-19. 

Most people will manage with the support of family and friends, but ot…"
karroll49,617344371,RT @GeoffRBennett: It appears the three TV networks have broken away from this coronavirus task force briefing to air the evening news broa…
1Amitz,1209423594507235330,"RT @KP24: How did the outbreak start?

The source of the coronavirus is believed to be a ""wet market"" in Wuhan which sold both dead and liv…"
masterpiece59,35024107,"RT @thebradfordfile: WOW. You knew it was coming.

Pelosi and Schumer are demanding airline fuel emissions, wind and solar tax credits, and…"
JacksonLeggett,784428799920250880,RT @atensnut: Come on ABC. These crazy people ingested fish tank cleaner because it had chloroquine in it.  And yet you try to blame their…
BoiseMarineMom,50940086,"RT @LifeNewsHQ: For the SECOND time, Nancy Pelosi is trying to sick her abortion agenda in bills to combat the coronavirus.

Now she's tryi…"
dovah69_,1912726722,"RT @Education4Libs: Get this.

Pelosi rejected the Covid-19 relief bill in favor of one that includes:

-No voter ID to vote
-Anonymous bal…"
TCanBee,1144411916233846785,RT @RY_CLEF: Prayers for all the pregnant women and new born babies during this Pandemic attack.
CherylMorelli5,1045688028771975168,RT @davidfrum: You convert coronavirus into a second Great Depression by compelling states to erect barriers against each other. Trump sche…
LadyTruth10,1075190059639410688,"RT @SKYRIDER4538: This’s a very irresponsible tweet &amp; I hope that the @FLBoardofMed will review your actions.

For a Dr to make such a poli…"
YesWeCan_Nov18,823205404683309056,"RT @AOC: In NY &amp; NJ *alone* over 2,500 airport workers are being laid off.

Meanwhile, Mitch McConnell &amp; the GOP are pushing a crony capita…"
hafaken,1050372787,RT @TopShotMilX2: Me pretending to be a dog to trick the coronavirus https://t.co/QFYUNOqxXy
ehsanbinbijoo,393125562,"RT @SaketGokhale: There's something VERY FISHY going on with Covid-19 testing kits in India. Prima facie, it reeks of corruption &amp; favoriti…"
marcollinsoh,1051408340935303168,"RT @GovRamil: COVID19 UPDATE 
The Laguna Provincial Heath Office confirms the number of positive cases of COVID-19 in Laguna has gone up to…"
Mihrimah_Irena,391158536,"RT @peterdaou: In some cultures, elders are venerated for their wisdom.

In America, we let them die of oxygen deprivation so the Dow regai…"
Harrys_Hipsta,1665660366,"RT @techinsider: What coronavirus symptoms look like, day by day https://t.co/k4IVK4QX2m"
TotalDickwad,1240122624522493954,Factstell: There's no need for China to apologize about COVID-19 https://t.co/vCsbSqmecS via @YouTube
myshmoopsiepoo,874113187230216193,"RT @CNN: Every respirator mask that's available right now should be going to a healthcare worker on the front lines, caring for coronavirus…"
William91840202,1018178496252739585,"RT @tedlieu: This is what @realDonaldTrump issued last week: “guidelines” to slow #coronavirus. https://t.co/S6WgvPl4RG

Trump has no manda…"
DazDarylPetty,2534458874,"@Rockymybuddy China does not owe you the truth, go back to your church where you put your head in the clouds and wo… https://t.co/jlzUmWjqYN"
jeaniielle,987568184151523328,RT @RY_CLEF: Prayers for all the pregnant women and new born babies during this Pandemic attack.
ByDisgusted,1177637176131162112,RT @washingtonpost: Italy’s coronavirus deaths are staggering. They may be more a preview than anomaly. https://t.co/yqObm736Mk
nabidrs,1026424203833040897,"RT @nowthisnews: 'Yes, I’m Asian. And yes, I have coronavirus. But I did not get it from China. I got it in America’ — Actor Daniel Dae Kim…"
John_Di_Lemme,16109012,"@FoxNews ...the Dems are the Real Virus...
Democrats Stop Help for Businesses and Americans in Desperate Need Durin… https://t.co/gJukQcUSnx"
BeHappyandCivil,1016486686958739457,"RT @DC2CA: #StopTalking @realDonaldTrump! 

I see your 300 lb “gut feeling” is working out as well as your casinos, marriages, the presiden…"
GregSea10037971,1141037914148810759,"RT @JennPellegrino: Thank you, Mr. President. @OANN https://t.co/QjN0sG8E9f"
infodigng,1221930499188412416,"NANS Demand Accountability Of Counterpart Fund On COVID-19

https://t.co/Q3Uc6fy2SO"
superboy_yap,3238451007,"RT @davaocitygov: COVID-19 CASES IN DAVAO CITY
As of 7AM of March 24, 2020

TOTAL PUIs: 59
TOTAL PUMs: 618
TOTAL MILD PUIs: 130

POSITIVE:…"
avs_IND,4725193120,RT @ANI: Total number of positive Coronavirus cases in Maharashtra rises to 101 including 3 new cases in Pune and 1 in Satara: Health Depar…
SugondeseK,1214312846969856001,@Farhan68020698 @1st_Of_His_Name @pashtungoddess space goat and shit? next bullshit is camel urine may heal coronavirus
FrontierAviator,84456811,"RT @CortesSteve: Spanish-language media acts just as hypocritically as English-language counterparts!

Formerly, they readily (and correctl…"
DJTSaveAmerica,3091040639,"RT @SenMcSallyAZ: If the Senate can’t come together in a time of great need, no Senator should receive a paycheck—like millions of American…"
Urawa932000Yu,397248122,"RT @USATODAY: Exclusive: 2020 Tokyo Olympics will be postponed, likely to 2021, veteran IOC member Dick Pound says https://t.co/bNSJvxDhBN"
toxicityofadown,43796433,RT @stepville: Texas just used a pandemic to criminalize abortion.
49erFan_WTP,1156381716191141889,"RT @ryanstruyk: Dr. Fauci said it was a ""false equivalency"" to compare coronavirus to car accidents on Friday:

""That's totally way out...…"
StormyXdreamers,809823522,"RT @Drstevenhobbs: The virus was found to survive up to 17 days:
https://t.co/jFI1z5KKuv"
EddieWarren72,1225789477928521728,"RT @realDonaldTrump: This will never be approved by me, or any other Republican!"
ritu__pandey,617251948,"RT @UofCAHealth: A team of 22 labs @UCSF is working around the clock in a wartime-like effort to defeat #coronavirus,starting with exising…"
alexbus_2,1124820942612520961,RT @JoePCunningham: W-wait... they didn’t even have COVID-19? They just consumed fish tank cleaner in hopes that it would save them? And pe…
spencergogol,1004582377,RT @AndyLally: Please take note. And please help your friends and family understand.
foodnpolitics,1210383974,"RT @leahmcelrath: Houston is not yet under lockdown.

Dear Mayor @SylvesterTurner and @HarrisCoJudge Hidalgo, please give orders to put our…"
londonsimonee1,3308445681,RT @th_authentic: We help each other for we know there’s no other like our sisterhood... 💕💚
nathanperrywake,84190293,"RT @RepAndyHarrisMD: No voter ID to get a ballot, and anonymous “ballot harvesting”...why is that hidden in Speaker Pelosi’s coronavirus bi…"
SilkSunflowers,612959808,"RT @Scavino45: “With an assist from Trump, stranded Kansas City-area teens get out of Guatemala” https://t.co/sQDo8hNR0T"
jpemble,14518149,"RT @ddale8: He lies. He boasts. He bashes the media. He makes vague promises. He plays conqueror, cheerleader and victim.  He talks about w…"
BostonShadow,71596488,"RT @RepDanCrenshaw: I can confirm this. This is what Democrats torpedoed the rescue package for.

This will go down as one of the most cyni…"
jrgaikwad1,1041026323202957312,RT @vivekagnihotri: May God forgive him. Because he spelt God wrong. https://t.co/boqymGvJKA
MGuru2020,1225775809446785024,"RT @tedlieu: This is what @realDonaldTrump issued last week: “guidelines” to slow #coronavirus. https://t.co/S6WgvPl4RG

Trump has no manda…"
elliebee77,823286185116061696,"RT @kmart82: Believe if you will, all you sheep..an article hits that too much CQ can kill, then, MYSTERIOUSLY, all of a SUDDEN, a man dies…"
zaRealPablo,375075406,"RT @AfricaFactsZone: Cameroon's 80-year-old President of the National Assembly since 1992, Cavayé Yéguié Djibril has tested positive for co…"
KuiReal,1232538433970675712,"As we survive #CoronavirusPandemic, donkeys are also surviving the slaughter pandemic and a farmer in Narok, Machak… https://t.co/2Rmevj16XP"
Inginmakansehat,1138400103897526273,"RT @TIME: The man took chloroquine phosphate, an additive used to clean fish tanks that is also found in an anti-malaria medication that’s…"
KelechiEmeruwa,1633864201,"RT @WHOSEARO: 3⃣ Am I likely to get #COVIDー19 if I swim in a swimming pool?

A: Swimming 🏊‍♂️in a well-maintained, properly chlorinated poo…"
Phorevah,4226997973,RT @WillieGeist: An Italian priest who gave his own respirator to a younger patient has died. RIP. 🙏
_______mujakkir,4832637549,"RT @realumarriaz: God bless his mighty soul! Surely not dead but martyred for a noble cause to save human lives! 
Salute to u sir! 🙏🙏"
jeanmaurice44,1198272777670803456,"RT @NewTimesRwanda: Dr Daniel Ngamije: ""Rwanda is very grateful for the timely and generous gift of COVID-19 test kits from @JackMa and @fo…"
illunse,31333305,"Often before bed, I like to take a shower. Wash my body with soap. It feels good to be clean. Especially now with all the coronavirus news."
ChoralReave,20487617,"RT @LarryOConnor: There's lying, evil, erroneous and destructive reports that eat away at the very fabric of the public's trust in our news…"
woodcindy,144238505,RT @guypbenson: Damn. He’d a mild-mannered medical doctor. His seething speech is worth your time — especially the beginning and the end.
drb4eva,255504350,"RT @EvanMcMullin: In the days ahead, Trump will ask us to sacrifice the lives of seniors, the unwell, and other Americans vulnerable to COV…"
denellduck,864058542,"RT @AuroraBorealice: Pence said his Covid-19 nasal swab was ""invasive"".
Pence, who tried to pass legislation forcing women to have a transv…"
TH3R34LTRUTH,1097027300,"RT @COsweda: But Trump found solutions to all these problems, one after another.

The CDC botched its first COVID-19 test.

Not Trump's fau…"
freitano,32151455,"RT @EvanMcMullin: In the days ahead, Trump will ask us to sacrifice the lives of seniors, the unwell, and other Americans vulnerable to COV…"
RobertScott08,863207872070651904,"RT @H_MitchellPhoto: I live in South Africa, one of tRump’s ‘sh*thole countries, and we have 402 COVID-19 cases. Our President is locking d…"
burechels,2834648150,if this keeps up we’re gonna reach a thousand 😬
m4rk0_p0L0,1211367122053419009,RT @chick_in_kiev: she was 36
nrlhusnina_,3004861266,RT @AlArabiya_Eng: In case you missed it: The #UAE orders all Emirati students studying abroad to return home within 48 hours amid #coronav…
Strehlowwendy,723903266,RT @BarackObama: Here’s a useful summary of the current best thinking among public health experts on how we need to approach the fight agai…
Bear_Down_Bro,239073646,"RT @tedlieu: This is what @realDonaldTrump issued last week: “guidelines” to slow #coronavirus. https://t.co/S6WgvPl4RG

Trump has no manda…"
Jeannin90691537,1239364240487723009,"RT @CalebJHull: Sen. @tedcruz UNLOADS on Dems from the Senate floor:

""What the hell do the emissions standards on airplanes have to do wit…"
CMargaronis,1852375052,"RT @tedlieu: This is what @realDonaldTrump issued last week: “guidelines” to slow #coronavirus. https://t.co/S6WgvPl4RG

Trump has no manda…"
danzingnumbers,2791000380,"RT @SenSanders: Reading the Republican coronavirus bill, you'd think the most important people in America are corporate CEOs. That is wrong…"
ESkorick,1194462264969060352,RT @JediofGallifrey: Rich people are starting to demand we go out in a deadly global pandemic and make them some more money why haven't we…
honeyspctacular,313172711,"RT @mikefarb1: Also tested negative for compassion, morality and decency."
ryndelmir,892625804374425601,Nightly reminder that corporate greed can suck my dick. Even in a pandemic some places only thing of that sweet cas… https://t.co/HM8ul7hVZM
JamesFe53345732,714258308148932608,RT @amyklobuchar: My husband has coronavirus. I love him &amp; not being able to be by his side is one of the hardest things about this disease…
jibinjoyindia,4645228618,"RT @MOI_QatarEn: Good morning #Qatar. Wish you a peaceful and blissful day.
We request all to take necessary preventive and precautionary m…"
SpaceprincessMX,3162003637,"RT @IPOT1776: Morning, Patriots!

Which pill do you choose? https://t.co/fJBI9qGM49"
pier_baby,2865557742,"RT @PatTheBerner: REMINDER: CA Dems killed a state Medicare4All bill because they're owned by big pharma, insurance cos &amp; the healthcare in…"
Lilychef8,753922845063778304,RT @RealJamesWoods: We are in the middle of an international pandemic and the Democrats’ lead candidate has literally disappeared from the…
GCharnetski,764263487946096640,RT @KamVTV: President Trump needs to have a press conference and  read off every single ridiculous thing Nancy Pelosi put into her Coronavi…
tbelfield2,701241264763752449,"RT @TempestWilliams: If the coronavirus could speak....I believe this would be its message. Very powerful. May we listen:
https://t.co/lREG…"
M19481945,821872567745204225,"RT @Education4Libs: Get this.

Pelosi rejected the Covid-19 relief bill in favor of one that includes:

-No voter ID to vote
-Anonymous bal…"
KittyMaehem,120421348,"This is why the US has 50,000 cases!"
Mpilonde5,975999829242515456,"RT @WatchingYall: 1.But your son knew he was sick when he got into the country and refused to self isolate for 10 days. 
He went places and…"
Michell58687970,1159184649190612992,"RT @adjunctprofesor: We're on lock down now for coronavirus because it saves lives to stay at home.
Remember delivery drives America.
Our t…"
sophreis_,763852737335263234,RT @mynameisfrex: maybe if i develop feelings for covid-19 it will leave
dbdecibells,2723382440,"RT @6Bblu: Lessons on how to flatten the curve... by #CCP 

#China &amp; #WHO were the biggest #COVIDIOTS who created this #coronapocalypse and…"
antstaffspeaks,24317974,"RT @HeidiNBC: 👉Her husband is dead &amp; she's in the ICU after ingesting chloroquine:

""We saw Trump on TV -- every channel -- &amp; all of his bu…"
Koni_Sz13,865267819595878401,"RT @trump_noodle: 🔥J Kennedy says what so many are thinking via dem #coronavirus bill!🙏🏻

🔥”We cant figure out what congress is good for. H…"
Stone_Darican,182173427,"RT @CatoInstitute: When coronavirus patients are admitted to all general hospitals, the risk of infecting other patients as well as hospita…"
HumbledJosh,921557383859593217,RT @Nsugaar1: This pandemic will be over before the end of April and we’ll have the best summer of our lives.
EdwardGordon_M1,288847477,There is so much waste with these redundant agencies. We need to cut it out and direct it home. Do what we voted yo… https://t.co/s4gHSEJipY
pdhernandez,39194216,"RT @realDonaldTrump: This will never be approved by me, or any other Republican!"
RyleeErvin,2334229796,RT @DominicSchrempp: People think staying at home prevents coronavirus 😂😂😂😂 all it does is just slow down how fast it spreads. That way our…
Steverino602,1143599772911095808,RT @Scavino45: President @realDonaldTrump now back in the Oval Office....
joeescobar0928,39850392,"RT @JackBrewerBSI: I just got a report from a friend with symptoms from Coronavirus, they gave him 10 pills of Zithromax and Chloroquine..…"
MaLLzz_N_USA,1133183395838619648,RT @AndrewCMcCarthy: Our experience suggests that hydroxychloroquine should be a first-line treatment for Covid-19. We can use it to save l…
tinybebe_,916405984251338753,"I don’t think ppl under how wildly fucked up this is, either that or they don’t care 

P A N D E M I C

Y’all want… https://t.co/udalyh0cUn"
rohannsharma,127185408,"RT @samacharnews_in: In order to prevent the spread of #Coronavirus, lockdown has been imposed in the entire state with immediate effect ti…"
prettyaspearls_,601418159,"RT @lainiemarsh: These workers need protection, healthcare, and sick pay—regardless of citizenship status. Their services are ESSENTIAL and…"
adrianh06856500,1240123673803137025,"RT @PaulExperience: Stop using the coronavirus as an excuse to be racist fucks towards Asians. You're not fucking helping, you tiny fucking…"
christensen51,907075632,RT @washingtonpost: Italy’s coronavirus deaths are staggering. They may be more a preview than anomaly. https://t.co/yqObm736Mk
lourdesepstein,99096555,"RT @ioangrillo: Mexico, the Coronavirus and the Hugging President 

I write about AMLO and the coronavirus. This piece is really a plea for…"
abrarseth,832411573159391236,RT @ss_suryawanshi: The #COVIDー19 positive total patients 101 in Maharashtra. The three new cases of coronavirus in Pune and one in Satara…
MadVoterInMN,159930435,"RT @MarkDice: Fredo asked New York Governor Andrew Cuomo what was the worst decision he's made during this pandemic.  

""Probably coming on…"
kehraajavvv,1086299809667936256,RT @Independent: Trump says he will 'reopen' US before June https://t.co/mNd2st4P1T
LehrenNetworks,23549745,@LeoDiCaprio  And #Girlfriend #CamilaMorrone Spend Quarantine Time Together? #Hollywood #RelationshipGoals… https://t.co/xLPg9ItI4a
ToniRagusa,25464300,"RT @maggieNYT: Here was the story by @anniekarni @reidepstein and me. The quote is from a state Dem chair. Appreciate the readership, and a…"
ratloff_,36894178,RT @ben_geier: I agree with Clay Travis: we need to drastically expand the social safety net so that a lost job doesn’t mean you’re family…
QTran4,3229781030,"RT @maddow: Thirty-six.

https://t.co/dvIau8UXmY"
HoundMason,24200938,"RT @the_resistor: @ABC Trump's Monumental DEEP STATE of DENIAL is going to cost Thousands, if not Millions of American LIVES. 

If you coul…"
_Flozus,250879272,"RT @notmcIanahan: We had the ability to house the homeless before the Coronavirus??? WHO WOULD HAVE GUESSED, HAHAHAHAHAIFUCKINGHATEITHEREHA…"
TayyMichelle36,3228613153,RT @BlackDebutante: We help each other...💗💚
Kashish96394408,1129777722723409920,Stay home and stay away from the social community to keep yourself and your loved ones safe from Coronavirus.… https://t.co/Fviva8UtLn
M0kley,898730685686480896,"RT @realDonaldTrump: This will never be approved by me, or any other Republican!"
